Persona,Age,Gender,Nationality,Emirate,Income,Shopping_Frequency,Shopping_Channel,Avg_Spend_Bucket,Recent_Luxury_Purchase,Luxury_View,Social_Perception,Motivation,Trade_Off,Discount_Sensitivity,Scenario_Behavior,Categories,Ethnic_Preference,Color_Preference,Kitchenware_Type,Bundle_Preference,Discovery_Channel,Influencer_Impact,Risk_Concern,Max_Spend,Interest_Level,Will_Buy
Value Expat,31-40,Male,Other,Abu Dhabi,10K-25K,Rarely,Mall,<500,Yes,Occasional,Low,Quality,Design,20-40%,Not Buy,Luxury Fashion,Fusion,Dark,Non-stick,Yes,Influencers,None,Price,3561,Interested,No
Value Expat,51+,Female,Other,Dubai,10K-25K,Rarely,Mall,5000-15000,No,Occasional,High,Price,Design,20-40%,Luxury Brand,Ethnic Wear,Fusion,Pastel,NA,No,Mall,None,Price,4927,Very Interested,Yes
Affluent Expat,Under21,Male,Arab,Dubai,25K-50K,Occasional,Mall,5000-15000,Yes,Reward,Medium,Design,Design,10-20%,Wait Discount,Luxury Fashion,NA,Pastel,Non-stick,No,Influencers,High,Trust,10055,Not Interested,No
Budget Buyer,Under21,Male,Western,Dubai,<5K,Occasional,Mall,500-1500,No,Not important,Medium,Quality,Brand,40%+,Not Buy,Ethnic Wear,NA,Bold,Designer,Maybe,YouTube,Low,Price,2192,Not Interested,No
Budget Buyer,Under21,Male,Other,Abu Dhabi,<5K,Weekly,Mixed,<500,Yes,Not important,High,Design,Design,40%+,Luxury Brand,Kitchenware,Abaya,Pastel,Cast Iron,Maybe,YouTube,Medium,Social,2342,Neutral,No
Luxury Emirati,21-30,Female,Other,Other,>50K,Weekly,Mixed,1500-5000,Yes,Necessity,Low,Social Media,Brand,No discount needed,Not Buy,Luxury Fashion,Saree,Pastel,Steel,No,Friends,Medium,None,34162,Interested,Yes
Luxury Emirati,Under21,Male,South Asian,Sharjah,>50K,Occasional,Mall,1500-5000,Yes,Necessity,High,Social Media,Design,No discount needed,Niche Brand,Kitchenware,Abaya,Neutral,Non-stick,Yes,YouTube,Medium,None,34451,Very Interested,Yes
Affluent Expat,31-40,Male,Western,Sharjah,25K-50K,Monthly,Mixed,>15000,Yes,Reward,High,Quality,Design,10-20%,Luxury Brand,Luxury Fashion,Fusion,Pastel,Designer,No,Friends,Low,Price,13419,Neutral,Yes
Budget Buyer,Under21,Male,Emirati,Other,<5K,Monthly,Online,1500-5000,No,Not important,Medium,Quality,Brand,40%+,Luxury Brand,Kitchenware,NA,Neutral,Steel,Yes,TikTok,Low,Social,858,Neutral,No
Budget Buyer,Under21,Female,Other,Sharjah,<5K,Rarely,Online,>15000,No,Not important,Medium,Price,Brand,40%+,Not Buy,Kitchenware,Abaya,Neutral,Steel,No,Influencers,None,Social,946,Interested,No
Luxury Emirati,51+,Male,Western,Other,>50K,Monthly,Boutique,5000-15000,Yes,Necessity,High,Status,Design,No discount needed,Not Buy,Ethnic Wear,Saree,Pastel,Non-stick,No,Mall,High,None,45305,Very Interested,Yes
Value Expat,31-40,Male,Western,Dubai,10K-25K,Occasional,Mixed,500-1500,No,Occasional,Low,Price,Brand,40%+,Not Buy,Home Decor,Saree,Neutral,Cast Iron,Maybe,YouTube,Medium,Trust,7980,Interested,Yes
Affluent Expat,51+,Female,Arab,Other,10K-25K,Monthly,Online,<500,No,Reward,High,Social Media,Design,20-40%,Not Buy,Accessories,NA,Neutral,Designer,Yes,Instagram,Low,None,12522,Interested,Yes
Budget Buyer,Under21,Female,South Asian,Other,<5K,Occasional,Mall,500-1500,No,Not important,High,Price,Brand,40%+,Niche Brand,Home Decor,Saree,Bold,Steel,Maybe,Mall,Low,Quality,248,Interested,No
Budget Buyer,41-50,Female,South Asian,Abu Dhabi,<5K,Weekly,Mall,<500,No,Not important,High,Quality,Design,40%+,Not Buy,Ethnic Wear,NA,Neutral,Steel,Yes,Mall,Low,Quality,1357,Not Interested,No
Budget Buyer,21-30,Female,Arab,Sharjah,<5K,Monthly,Mall,1500-5000,No,Not important,High,Status,Design,40%+,Niche Brand,Ethnic Wear,Abaya,Dark,Designer,No,Mall,High,Price,1325,Neutral,No
Value Expat,31-40,Male,Western,Abu Dhabi,5K-10K,Monthly,Online,5000-15000,No,Occasional,Medium,Status,Brand,20-40%,Not Buy,Ethnic Wear,NA,Neutral,Non-stick,Maybe,Friends,Low,Social,5776,Not Interested,Yes
Affluent Expat,51+,Male,Emirati,Dubai,25K-50K,Monthly,Online,5000-15000,Yes,Reward,Medium,Design,Brand,10-20%,Luxury Brand,Luxury Fashion,Saree,Dark,Non-stick,Maybe,YouTube,High,Trust,19212,Neutral,No
Affluent Expat,Under21,Male,Arab,Dubai,25K-50K,Weekly,Online,5000-15000,Yes,Reward,High,Quality,Design,20-40%,Niche Brand,Home Decor,Fusion,Neutral,Cast Iron,Maybe,Influencers,Low,Price,4659,Interested,Yes
Luxury Emirati,31-40,Male,South Asian,Other,>50K,Weekly,Mixed,5000-15000,No,Necessity,High,Design,Brand,No discount needed,Niche Brand,Accessories,Fusion,Neutral,Cast Iron,Maybe,Friends,None,Trust,12595,Interested,Yes
Budget Buyer,21-30,Female,Western,Sharjah,<5K,Occasional,Online,<500,Yes,Not important,Medium,Quality,Design,40%+,Wait Discount,Accessories,Abaya,Pastel,Non-stick,No,Influencers,Medium,Trust,1282,Interested,No
Budget Buyer,51+,Female,Emirati,Dubai,<5K,Weekly,Boutique,>15000,No,Not important,High,Status,Design,40%+,Wait Discount,Accessories,Fusion,Dark,Non-stick,Maybe,YouTube,Medium,Trust,1556,Interested,No
Budget Buyer,Under21,Male,Western,Abu Dhabi,<5K,Occasional,Mall,<500,No,Not important,Low,Design,Design,40%+,Not Buy,Luxury Fashion,Fusion,Bold,Cast Iron,Maybe,Friends,Low,Social,2422,Very Interested,No
Budget Buyer,Under21,Male,South Asian,Other,<5K,Monthly,Mixed,500-1500,No,Not important,Medium,Quality,Brand,40%+,Not Buy,Luxury Fashion,NA,Dark,NA,Maybe,Influencers,Low,Trust,1829,Not Interested,No
Value Expat,Under21,Female,Western,Abu Dhabi,5K-10K,Weekly,Online,5000-15000,No,Occasional,High,Status,Design,40%+,Wait Discount,Kitchenware,NA,Pastel,Non-stick,No,Instagram,Low,None,4221,Very Interested,No
Value Expat,Under21,Female,Arab,Dubai,5K-10K,Monthly,Mixed,1500-5000,No,Occasional,Low,Social Media,Design,20-40%,Niche Brand,Ethnic Wear,Fusion,Pastel,Designer,Maybe,Friends,Medium,None,6344,Interested,Yes
Budget Buyer,41-50,Female,South Asian,Other,<5K,Weekly,Mixed,5000-15000,No,Not important,High,Design,Design,40%+,Luxury Brand,Kitchenware,NA,Neutral,Designer,Maybe,Mall,High,Price,2076,Very Interested,No
Budget Buyer,21-30,Male,Other,Sharjah,<5K,Weekly,Mall,1500-5000,Yes,Not important,Low,Price,Brand,40%+,Niche Brand,Accessories,Fusion,Pastel,Designer,Maybe,YouTube,Medium,Trust,2632,Very Interested,No
Affluent Expat,21-30,Male,Other,Dubai,25K-50K,Weekly,Mixed,<500,Yes,Reward,High,Quality,Design,20-40%,Niche Brand,Accessories,Saree,Neutral,Designer,Yes,Influencers,Low,Price,13929,Interested,Yes
Affluent Expat,Under21,Female,Emirati,Other,10K-25K,Weekly,Online,500-1500,Yes,Reward,High,Design,Design,10-20%,Wait Discount,Home Decor,Fusion,Bold,Cast Iron,No,Instagram,High,None,9227,Neutral,Yes
Luxury Emirati,41-50,Female,South Asian,Abu Dhabi,>50K,Rarely,Mixed,>15000,Yes,Necessity,High,Status,Brand,No discount needed,Niche Brand,Ethnic Wear,Fusion,Bold,NA,Maybe,YouTube,Low,Quality,28765,Very Interested,Yes
Budget Buyer,31-40,Female,Arab,Dubai,<5K,Rarely,Mixed,5000-15000,No,Not important,Medium,Status,Brand,40%+,Not Buy,Ethnic Wear,NA,Dark,Designer,Maybe,TikTok,High,Price,2284,Interested,No
Value Expat,51+,Female,Arab,Other,10K-25K,Weekly,Online,1500-5000,No,Occasional,Low,Design,Brand,40%+,Niche Brand,Kitchenware,Abaya,Dark,Non-stick,No,Mall,Medium,Trust,3478,Interested,Yes
Affluent Expat,51+,Male,South Asian,Sharjah,10K-25K,Occasional,Mall,<500,Yes,Reward,High,Price,Design,10-20%,Not Buy,Ethnic Wear,NA,Neutral,NA,No,Influencers,Medium,Trust,11850,Interested,No
Value Expat,31-40,Male,South Asian,Other,5K-10K,Monthly,Online,<500,Yes,Occasional,High,Status,Design,40%+,Wait Discount,Accessories,NA,Pastel,Designer,Maybe,Mall,None,Quality,3765,Very Interested,No
Value Expat,Under21,Female,South Asian,Abu Dhabi,5K-10K,Rarely,Online,>15000,No,Occasional,Medium,Price,Design,40%+,Niche Brand,Ethnic Wear,Fusion,Neutral,NA,Yes,Mall,None,Price,3918,Neutral,No
Affluent Expat,31-40,Male,Emirati,Sharjah,10K-25K,Monthly,Mixed,>15000,No,Reward,Medium,Quality,Brand,20-40%,Luxury Brand,Ethnic Wear,Fusion,Pastel,Cast Iron,Yes,Influencers,Medium,Trust,15803,Very Interested,Yes
Luxury Emirati,Under21,Female,Arab,Sharjah,25K-50K,Occasional,Mixed,500-1500,Yes,Necessity,High,Quality,Brand,No discount needed,Not Buy,Ethnic Wear,Saree,Pastel,Steel,Yes,Mall,Low,Quality,25997,Neutral,Yes
Value Expat,21-30,Female,Western,Abu Dhabi,5K-10K,Weekly,Online,1500-5000,Yes,Occasional,Low,Price,Brand,20-40%,Luxury Brand,Kitchenware,Abaya,Neutral,Cast Iron,Yes,TikTok,None,None,3630,Not Interested,Yes
Value Expat,Under21,Male,Emirati,Other,10K-25K,Monthly,Mall,500-1500,Yes,Occasional,High,Status,Brand,40%+,Niche Brand,Ethnic Wear,Abaya,Bold,Cast Iron,Yes,Friends,High,None,7443,Very Interested,No
Value Expat,41-50,Male,Emirati,Dubai,5K-10K,Weekly,Online,500-1500,Yes,Occasional,High,Social Media,Brand,20-40%,Wait Discount,Home Decor,Fusion,Neutral,NA,Yes,Mall,Medium,Trust,1191,Not Interested,Yes
Value Expat,21-30,Female,Emirati,Other,10K-25K,Occasional,Online,500-1500,Yes,Occasional,Low,Status,Brand,20-40%,Not Buy,Kitchenware,NA,Pastel,Non-stick,Yes,TikTok,High,Trust,4080,Interested,Yes
Budget Buyer,41-50,Female,Other,Dubai,<5K,Monthly,Mall,>15000,No,Not important,Low,Quality,Brand,40%+,Wait Discount,Ethnic Wear,Fusion,Dark,Cast Iron,No,YouTube,Medium,Price,1405,Very Interested,No
Value Expat,51+,Female,Western,Other,10K-25K,Occasional,Boutique,>15000,No,Occasional,Medium,Quality,Design,20-40%,Niche Brand,Accessories,NA,Dark,Steel,Yes,TikTok,Medium,Quality,1280,Not Interested,Yes
Value Expat,31-40,Female,Other,Sharjah,10K-25K,Occasional,Online,>15000,Yes,Occasional,Medium,Status,Brand,20-40%,Wait Discount,Kitchenware,Fusion,Dark,Steel,Yes,TikTok,High,Social,7444,Very Interested,Yes
Budget Buyer,41-50,Female,South Asian,Abu Dhabi,<5K,Monthly,Boutique,500-1500,No,Not important,Medium,Social Media,Brand,40%+,Not Buy,Kitchenware,NA,Bold,Cast Iron,Yes,Instagram,Medium,Price,1445,Neutral,No
Affluent Expat,41-50,Male,Emirati,Abu Dhabi,25K-50K,Rarely,Boutique,<500,Yes,Reward,Medium,Social Media,Design,20-40%,Niche Brand,Ethnic Wear,Saree,Neutral,Non-stick,Maybe,Mall,Medium,Trust,4301,Very Interested,Yes
Luxury Emirati,51+,Female,Western,Abu Dhabi,>50K,Monthly,Mixed,>15000,Yes,Necessity,High,Design,Design,No discount needed,Niche Brand,Home Decor,NA,Pastel,Designer,Maybe,YouTube,None,Price,21394,Very Interested,Yes
Luxury Emirati,51+,Male,South Asian,Abu Dhabi,25K-50K,Occasional,Mall,5000-15000,Yes,Necessity,High,Quality,Design,No discount needed,Niche Brand,Accessories,Fusion,Bold,Cast Iron,Maybe,Instagram,Medium,Price,11577,Not Interested,Yes
Value Expat,51+,Male,Other,Sharjah,10K-25K,Occasional,Boutique,>15000,Yes,Occasional,High,Quality,Brand,20-40%,Not Buy,Home Decor,Saree,Neutral,Designer,No,Mall,Medium,Trust,6891,Interested,Yes
Value Expat,41-50,Male,South Asian,Sharjah,5K-10K,Occasional,Mall,<500,Yes,Occasional,Low,Price,Brand,40%+,Not Buy,Accessories,NA,Dark,Cast Iron,Yes,TikTok,High,Price,5126,Not Interested,Yes
Value Expat,Under21,Male,South Asian,Sharjah,10K-25K,Weekly,Mall,1500-5000,No,Occasional,Low,Design,Design,20-40%,Wait Discount,Accessories,Fusion,Pastel,Designer,No,Mall,None,Quality,5511,Not Interested,No
Affluent Expat,31-40,Male,South Asian,Abu Dhabi,25K-50K,Monthly,Mall,5000-15000,Yes,Reward,High,Design,Brand,10-20%,Not Buy,Ethnic Wear,Fusion,Pastel,Steel,No,Influencers,Medium,Price,11522,Interested,No
Luxury Emirati,31-40,Male,Emirati,Other,>50K,Rarely,Mixed,500-1500,Yes,Necessity,Medium,Design,Design,No discount needed,Not Buy,Home Decor,Saree,Neutral,Designer,No,Influencers,High,None,8533,Not Interested,Yes
Luxury Emirati,41-50,Male,Western,Abu Dhabi,>50K,Weekly,Online,>15000,No,Necessity,Low,Design,Design,No discount needed,Luxury Brand,Home Decor,Abaya,Bold,Cast Iron,Maybe,Friends,Low,Social,28445,Neutral,Yes
Affluent Expat,31-40,Male,South Asian,Sharjah,10K-25K,Occasional,Boutique,1500-5000,No,Reward,Low,Price,Design,10-20%,Luxury Brand,Ethnic Wear,Abaya,Pastel,Steel,Yes,Influencers,None,None,15777,Not Interested,Yes
Value Expat,41-50,Female,Emirati,Other,5K-10K,Occasional,Online,>15000,Yes,Occasional,High,Status,Brand,20-40%,Niche Brand,Accessories,NA,Pastel,Non-stick,Maybe,YouTube,High,Trust,3060,Not Interested,No
Affluent Expat,41-50,Female,Arab,Sharjah,25K-50K,Monthly,Boutique,500-1500,Yes,Reward,Low,Social Media,Design,20-40%,Luxury Brand,Ethnic Wear,Fusion,Bold,Non-stick,Yes,Instagram,Medium,Quality,3332,Interested,Yes
Affluent Expat,21-30,Female,Arab,Dubai,10K-25K,Occasional,Mixed,>15000,Yes,Reward,High,Status,Design,10-20%,Niche Brand,Kitchenware,Saree,Pastel,NA,Maybe,TikTok,Medium,Quality,17687,Very Interested,No
Budget Buyer,21-30,Male,Emirati,Other,<5K,Weekly,Mixed,5000-15000,No,Not important,Medium,Quality,Design,40%+,Wait Discount,Home Decor,Saree,Dark,Cast Iron,Yes,Influencers,High,Social,348,Neutral,No
Affluent Expat,41-50,Male,Western,Abu Dhabi,10K-25K,Occasional,Mixed,<500,No,Reward,High,Price,Brand,10-20%,Niche Brand,Accessories,Fusion,Pastel,Designer,No,Friends,Medium,Social,6767,Neutral,Yes
Value Expat,Under21,Male,Western,Sharjah,5K-10K,Weekly,Boutique,1500-5000,Yes,Occasional,Medium,Quality,Brand,40%+,Not Buy,Accessories,Saree,Bold,Designer,Maybe,Friends,None,Quality,6007,Not Interested,Yes
Value Expat,51+,Male,Arab,Dubai,5K-10K,Occasional,Mixed,1500-5000,Yes,Occasional,Low,Social Media,Brand,40%+,Niche Brand,Kitchenware,Saree,Bold,Non-stick,No,Influencers,Medium,Quality,5920,Interested,No
Affluent Expat,41-50,Male,South Asian,Abu Dhabi,10K-25K,Occasional,Mall,500-1500,No,Reward,Medium,Price,Brand,20-40%,Niche Brand,Kitchenware,Fusion,Dark,Non-stick,No,Instagram,None,Social,9402,Interested,Yes
Value Expat,31-40,Female,South Asian,Sharjah,5K-10K,Rarely,Mixed,>15000,No,Occasional,High,Quality,Brand,20-40%,Not Buy,Luxury Fashion,NA,Dark,Designer,Maybe,TikTok,None,Quality,1616,Very Interested,Yes
Budget Buyer,21-30,Male,Emirati,Other,<5K,Occasional,Boutique,5000-15000,No,Not important,Medium,Quality,Design,40%+,Luxury Brand,Accessories,Saree,Dark,NA,Yes,Influencers,Low,Quality,1686,Not Interested,No
Budget Buyer,21-30,Female,Western,Sharjah,<5K,Rarely,Mall,500-1500,No,Not important,High,Quality,Design,40%+,Niche Brand,Home Decor,Fusion,Dark,Designer,Yes,Instagram,None,Price,1660,Very Interested,No
Luxury Emirati,21-30,Female,Arab,Dubai,>50K,Weekly,Mall,<500,No,Necessity,Medium,Social Media,Brand,No discount needed,Niche Brand,Accessories,NA,Bold,NA,Maybe,Mall,None,None,41457,Not Interested,Yes
Budget Buyer,21-30,Female,Other,Other,<5K,Occasional,Online,1500-5000,Yes,Not important,High,Quality,Design,40%+,Niche Brand,Accessories,Abaya,Bold,Steel,No,TikTok,Low,Price,2011,Not Interested,No
Value Expat,51+,Male,South Asian,Sharjah,10K-25K,Weekly,Online,>15000,Yes,Occasional,Low,Design,Brand,20-40%,Luxury Brand,Accessories,Saree,Neutral,Cast Iron,No,YouTube,Medium,None,2465,Very Interested,No
Affluent Expat,51+,Female,Western,Dubai,25K-50K,Weekly,Boutique,<500,No,Reward,High,Social Media,Brand,20-40%,Not Buy,Kitchenware,Abaya,Bold,Cast Iron,Yes,Friends,Medium,Social,17546,Not Interested,Yes
Affluent Expat,41-50,Male,Arab,Sharjah,25K-50K,Weekly,Mall,>15000,No,Reward,Medium,Social Media,Design,10-20%,Not Buy,Home Decor,Fusion,Dark,Cast Iron,Yes,Friends,Low,Social,7587,Neutral,Yes
Budget Buyer,21-30,Female,South Asian,Sharjah,<5K,Monthly,Mixed,>15000,No,Not important,Medium,Quality,Brand,40%+,Not Buy,Ethnic Wear,Saree,Pastel,Designer,No,YouTube,Medium,None,2218,Very Interested,No
Value Expat,51+,Female,Emirati,Dubai,10K-25K,Weekly,Boutique,<500,Yes,Occasional,Medium,Price,Design,20-40%,Not Buy,Home Decor,Saree,Dark,Steel,Maybe,Influencers,None,Quality,2908,Interested,No
Affluent Expat,51+,Female,South Asian,Sharjah,10K-25K,Rarely,Online,500-1500,No,Reward,Low,Social Media,Brand,10-20%,Luxury Brand,Ethnic Wear,Abaya,Neutral,NA,Yes,Instagram,High,Trust,3987,Interested,Yes
Value Expat,31-40,Male,Other,Other,5K-10K,Weekly,Online,<500,Yes,Occasional,Medium,Quality,Brand,20-40%,Niche Brand,Accessories,Fusion,Dark,Steel,No,Mall,Medium,Price,1058,Neutral,No
Affluent Expat,Under21,Male,Other,Abu Dhabi,25K-50K,Weekly,Online,500-1500,Yes,Reward,Low,Design,Brand,10-20%,Not Buy,Home Decor,NA,Pastel,Cast Iron,Maybe,Influencers,Medium,Trust,13522,Interested,Yes
Luxury Emirati,31-40,Male,Western,Sharjah,>50K,Monthly,Online,<500,Yes,Necessity,Medium,Quality,Design,No discount needed,Niche Brand,Ethnic Wear,Saree,Bold,Steel,Yes,Influencers,Medium,Social,31786,Very Interested,Yes
Luxury Emirati,41-50,Female,South Asian,Sharjah,>50K,Weekly,Mall,500-1500,Yes,Necessity,Medium,Social Media,Brand,No discount needed,Not Buy,Kitchenware,NA,Bold,Designer,No,TikTok,Low,None,44945,Not Interested,Yes
Luxury Emirati,51+,Female,Arab,Sharjah,>50K,Occasional,Mall,1500-5000,Yes,Necessity,High,Social Media,Design,No discount needed,Luxury Brand,Ethnic Wear,Abaya,Neutral,Cast Iron,Maybe,Friends,Medium,None,49452,Neutral,Yes
Luxury Emirati,Under21,Female,South Asian,Abu Dhabi,>50K,Monthly,Mixed,<500,Yes,Necessity,High,Design,Brand,No discount needed,Luxury Brand,Accessories,Fusion,Neutral,Designer,Yes,YouTube,Low,None,16070,Interested,Yes
Luxury Emirati,41-50,Female,South Asian,Dubai,>50K,Occasional,Mixed,<500,Yes,Necessity,Low,Price,Brand,No discount needed,Luxury Brand,Home Decor,NA,Dark,Non-stick,Maybe,Friends,Medium,Quality,23930,Very Interested,Yes
Value Expat,41-50,Female,Other,Other,5K-10K,Occasional,Mall,1500-5000,Yes,Occasional,Low,Design,Brand,20-40%,Niche Brand,Accessories,Abaya,Pastel,Non-stick,Maybe,Friends,Medium,None,5543,Interested,Yes
Affluent Expat,41-50,Female,Arab,Other,25K-50K,Monthly,Mixed,500-1500,Yes,Reward,High,Price,Brand,20-40%,Not Buy,Luxury Fashion,NA,Bold,Designer,No,Instagram,High,None,6684,Neutral,No
Affluent Expat,41-50,Male,Arab,Dubai,25K-50K,Weekly,Boutique,5000-15000,No,Reward,High,Status,Brand,20-40%,Not Buy,Kitchenware,NA,Bold,Designer,Maybe,Influencers,High,Social,5693,Not Interested,Yes
Budget Buyer,41-50,Male,South Asian,Other,<5K,Occasional,Mall,>15000,No,Not important,Medium,Social Media,Brand,40%+,Wait Discount,Luxury Fashion,Saree,Bold,Cast Iron,No,Instagram,None,None,1574,Neutral,No
Value Expat,Under21,Male,Western,Other,10K-25K,Rarely,Boutique,5000-15000,No,Occasional,Medium,Quality,Design,40%+,Niche Brand,Luxury Fashion,Saree,Bold,Cast Iron,Maybe,YouTube,Low,Trust,4661,Interested,No
Value Expat,31-40,Male,Arab,Dubai,5K-10K,Occasional,Online,<500,Yes,Occasional,Low,Social Media,Design,40%+,Not Buy,Ethnic Wear,Saree,Bold,Steel,No,Influencers,None,Social,6020,Not Interested,Yes
Luxury Emirati,Under21,Male,Arab,Abu Dhabi,>50K,Rarely,Mall,>15000,Yes,Necessity,Low,Quality,Design,No discount needed,Not Buy,Ethnic Wear,Fusion,Dark,Steel,Yes,Mall,Low,Trust,34543,Interested,Yes
Affluent Expat,51+,Male,Arab,Abu Dhabi,25K-50K,Monthly,Online,<500,No,Reward,Medium,Status,Brand,20-40%,Luxury Brand,Ethnic Wear,Fusion,Bold,Designer,Maybe,Friends,High,Quality,6712,Neutral,Yes
Luxury Emirati,41-50,Male,Other,Abu Dhabi,>50K,Occasional,Online,5000-15000,Yes,Necessity,Low,Social Media,Design,No discount needed,Niche Brand,Luxury Fashion,NA,Pastel,Designer,Maybe,Influencers,Low,Trust,17054,Very Interested,Yes
Luxury Emirati,31-40,Female,South Asian,Abu Dhabi,25K-50K,Monthly,Boutique,>15000,Yes,Necessity,Low,Price,Design,No discount needed,Wait Discount,Kitchenware,NA,Pastel,NA,Yes,Friends,Medium,Quality,32949,Very Interested,Yes
Affluent Expat,51+,Female,Emirati,Sharjah,10K-25K,Occasional,Mall,1500-5000,Yes,Reward,Low,Status,Brand,20-40%,Wait Discount,Accessories,Saree,Bold,Cast Iron,No,Mall,None,Trust,17225,Very Interested,Yes
Luxury Emirati,21-30,Female,Emirati,Sharjah,>50K,Weekly,Mixed,500-1500,Yes,Necessity,High,Quality,Brand,No discount needed,Niche Brand,Luxury Fashion,NA,Dark,Steel,No,YouTube,Medium,Quality,46997,Interested,Yes
Luxury Emirati,Under21,Female,Arab,Dubai,>50K,Monthly,Online,<500,No,Necessity,Medium,Design,Design,No discount needed,Not Buy,Ethnic Wear,Fusion,Pastel,Steel,Yes,Mall,Medium,Social,23819,Very Interested,Yes
Luxury Emirati,51+,Male,South Asian,Dubai,>50K,Rarely,Online,500-1500,Yes,Necessity,High,Quality,Brand,No discount needed,Luxury Brand,Luxury Fashion,Fusion,Dark,Designer,Maybe,Friends,None,Social,26669,Interested,Yes
Value Expat,41-50,Female,Emirati,Sharjah,5K-10K,Occasional,Online,<500,No,Occasional,Low,Status,Brand,40%+,Luxury Brand,Ethnic Wear,Saree,Neutral,Cast Iron,Yes,YouTube,Medium,Quality,3427,Very Interested,Yes
Affluent Expat,31-40,Male,South Asian,Other,25K-50K,Weekly,Online,5000-15000,No,Reward,High,Social Media,Design,20-40%,Not Buy,Ethnic Wear,NA,Bold,NA,Maybe,YouTube,None,Social,17685,Neutral,Yes
Affluent Expat,21-30,Male,South Asian,Dubai,25K-50K,Rarely,Mixed,500-1500,Yes,Reward,High,Quality,Design,10-20%,Not Buy,Accessories,Abaya,Dark,Steel,Maybe,Instagram,High,Quality,13027,Very Interested,Yes
Value Expat,41-50,Female,South Asian,Abu Dhabi,10K-25K,Weekly,Mixed,1500-5000,Yes,Occasional,Medium,Social Media,Brand,20-40%,Luxury Brand,Kitchenware,Fusion,Pastel,Cast Iron,No,Instagram,Medium,Social,6089,Interested,Yes
Value Expat,21-30,Male,Western,Other,10K-25K,Weekly,Mall,5000-15000,Yes,Occasional,High,Design,Design,20-40%,Wait Discount,Luxury Fashion,Abaya,Neutral,Cast Iron,Yes,Instagram,High,Trust,2982,Neutral,No
Luxury Emirati,Under21,Female,Arab,Dubai,>50K,Rarely,Mixed,>15000,Yes,Necessity,Low,Status,Brand,No discount needed,Not Buy,Ethnic Wear,Saree,Pastel,Steel,Yes,Mall,High,Social,20703,Very Interested,Yes
Value Expat,31-40,Male,South Asian,Other,5K-10K,Occasional,Boutique,5000-15000,Yes,Occasional,High,Quality,Design,20-40%,Niche Brand,Accessories,NA,Pastel,Steel,No,Friends,None,None,6447,Interested,Yes
Value Expat,Under21,Female,Arab,Other,10K-25K,Weekly,Online,5000-15000,No,Occasional,Medium,Price,Brand,40%+,Luxury Brand,Luxury Fashion,Abaya,Dark,Cast Iron,Maybe,YouTube,Low,Quality,4094,Not Interested,Yes
Luxury Emirati,21-30,Female,South Asian,Dubai,>50K,Rarely,Online,<500,Yes,Necessity,Low,Social Media,Design,No discount needed,Niche Brand,Kitchenware,Fusion,Pastel,NA,Maybe,Mall,Medium,Social,46410,Neutral,Yes
Budget Buyer,41-50,Female,Arab,Other,<5K,Occasional,Mall,>15000,No,Not important,High,Price,Design,40%+,Not Buy,Kitchenware,NA,Dark,Cast Iron,Maybe,Friends,High,None,2549,Neutral,No
